SupplierCompanyName,CompanyName,SupplierAddress,SupplierAddress2,SupplierCity,SupplierState,SupplierZip,SupplierPhone,SupplierWebSiteUrl,TermsOfServiceURL,SignUpNowURL,Price,RateType,IsIntroductoryOffer,IntroductoryOfferDetails,TermLength,EarlyTerminationFee,MonthlyFee,IsPromotionalOffer,PromotionalOfferDetails,OfferDetails,_Key,_Supplier,_Rate,_Term,_ETF
Ohio Gas & Electric,US Gas & Electric Inc.,P.O. Box 660403,,Dallas,TX,75266-0433,(866) 706-7360,https://www.ohgande.com/?PromoCode=Rateboard&rfid=PUCO,https://shopping.ohgande.com/cust/?PID=0A3DD8D7-3344-4A40-AE7D-6EF1A7084AEF&UID=D2873DA5-82F3-4F75-8298-505FA775E78A&OID=20325620-F7C1-4237-8B09-5726C800FB9C&RFID=PUCO&PUC=1&STATE=OH&SN=USG&CT=G&PromoCode=RATEBOARD,https://shopping.ohgande.com/cust/?PID=0A3DD8D7-3344-4A40-AE7D-6EF1A7084AEF&UID=D2873DA5-82F3-4F75-8298-505FA775E78A&OID=20325620-F7C1-4237-8B09-5726C800FB9C&RFID=PUCO&PUC=1&STATE=OH&SN=USG&CT=G&PromoCode=RATEBOARD,0.655,Fixed,No,,36,0,0,No,,Get peace of mind with a fixed rate for 36 months - plus  $50 in Reward Dollars every month once your account's active. Special offer for new  online customers.,HK::b465d03ec317fc57312d18b3d4b08b72b9ccb1af,Ohio Gas & Electric,0.655,36,0
Constellation NewEnergy-Gas Division LLC,Constellation NewEnergy-Gas Division LLC,1001 Louisiana Street  Ste 23,,Houston,TX,77002,(855) 465-1244,http://www.constellation.com/rateboard,https://www.constellation.com/bin/residential/GetPlanContractPDF?planId=10205,https://www.constellation.com/campaigns/rateboard.html?utm_source=energychoice.ohio.gov&utm_medium=referral,0.899,Variable,No,,1,0,0,No,,,HK::f8c27214dd40957e63d6b601e88ff5560d1b666b,Constellation NewEnergy-Gas Division LLC,0.899,1,0
Direct Energy Services LLC,Direct Energy Services LLC,PO Box 180,,Tulsa,OK,74101,(855) 355-3733,https://www.directenergy.com/,https://directenergydocuments.gesc.com/TCPage.aspx?Doc=DEROHDTDTCG,https://shop.directenergy.com/usn/gas-state-fixed?msid=5360,0.639,Fixed,No,,6,0,0,No,,New Customers Only,HK::d683654e28851dbf0e370b89a788592703f157e2,Direct Energy Services LLC,0.639,6,0
AEP Energy Inc,AEP Energy Inc,1 Riverside Plaza,20th Floor,Columbus,OH,43215,(877) 648-1922,https://www.aepenergy.com/acquisition/campaign/offers/?cc=puco-coh&utm_source=A2A&utm_medium=shopping&utm_campaign=coh_36,https://www.aepenergy.com/acquisition/campaign/offers/?cc=puco-coh&utm_source=A2A&utm_medium=shopping&utm_campaign=coh_36,https://www.aepenergy.com/acquisition/campaign/offers/?cc=puco-coh&utm_source=A2A&utm_medium=shopping&utm_campaign=coh_36,0.69,Fixed,No,,36,0,0,Yes,Enroll in this price plan and you’ll receive up to $108 Reward Dollars over the course of the plan to use in AEP Energy Reward Store  our one-stop online marketplace filled with a variety of energy-saving products for your home  available exclusively for AEP Energy customers!  Offer is valid for both new and existing customers. For more information  visit AEPenergyrewardstore.com.,This offer is limited to residential customers of Columbia Gas of Ohio and is valid for both new and existing customers.,HK::c075a66e3ac88494f1f04bcd41ce610064de4ce4,AEP Energy Inc,0.69,36,0
Ambit Northeast  LLC,Ambit Northeast  LLC,P.O. Box 864589,0,Plano,TX,75086,(877) 282-6248,https://www.ambitenergy.com/?rfid=PUCO,https://www.ambitenergy.com/?rfid=PUCO,https://www.ambitenergy.com/?rfid=PUCO,0.85,Fixed,No,,12,0,0,No,,Receive $50 in Reward Dollars each month on this fixed rate term plan. Only available to new Ambit customers.,HK::3663222b9faa7eb88932a58a4b5dda3caaebb117,Ambit Northeast  LLC,0.85,12,0
Energy Harbor LLC,Energy Harbor LLC,168 East Market Street,,Akron,OH,44308,(855) 487-0822,https://energyharbor.com/?PromoCode=Rateboard&rfid=PUCO,https://shopping.energyharbor.com/cust/?PID=37172912-2B19-4538-B2D9-B7F44F083C00&UID=D2873DA5-82F3-4F75-8298-505FA775E78A&OID=881CB97A-F12F-4008-952B-A51E25F98D47&RFID=PUCO&PUC=1&STATE=OH&SN=EH&CT=G&PromoCode=RATEBOARD,https://shopping.energyharbor.com/cust/?PID=37172912-2B19-4538-B2D9-B7F44F083C00&UID=D2873DA5-82F3-4F75-8298-505FA775E78A&OID=881CB97A-F12F-4008-952B-A51E25F98D47&RFID=PUCO&PUC=1&STATE=OH&SN=EH&CT=G&PromoCode=RATEBOARD,0.569,Fixed,No,,6,0,0,No,,Avoid price swings with a fixed natural gas rate for 6 months. Special offer for new  online customers.,HK::e7ceb54afb97be37f4c9343373a9bf8ac7f4678b,Energy Harbor LLC,0.569,6,0
Energy Harbor LLC,Energy Harbor LLC,168 East Market Street,,Akron,OH,44308,(855) 487-0822,https://energyharbor.com/?PromoCode=Rateboard&rfid=PUCO,https://shopping.energyharbor.com/cust/?PID=0DEA5C01-20CA-43D0-A140-21CFC5E8720A&UID=D2873DA5-82F3-4F75-8298-505FA775E78A&OID=881CB97A-F12F-4008-952B-A51E25F98D47&RFID=PUCO&PUC=1&STATE=OH&SN=EH&CT=G&PromoCode=RATEBOARD,https://shopping.energyharbor.com/cust/?PID=0DEA5C01-20CA-43D0-A140-21CFC5E8720A&UID=D2873DA5-82F3-4F75-8298-505FA775E78A&OID=881CB97A-F12F-4008-952B-A51E25F98D47&RFID=PUCO&PUC=1&STATE=OH&SN=EH&CT=G&PromoCode=RATEBOARD,0.619,Fixed,No,,12,0,0,No,,Avoid price swings with a fixed natural gas rate for 12 months. Special offer for new  online customers.,HK::e7ceb54afb97be37f4c9343373a9bf8ac7f4678b,Energy Harbor LLC,0.619,12,0
Santanna Energy Services,Santanna Natural Gas Corporation,300 E Business Way  Suite 200,,Cincinnati,OH,45241,(866) 325-0225,https://santannaenergyservices.com/offers/?utm_source=energychoice.ohio.gov&utm_medium=referral&utm_campaign=company-url&utm_content=gas&strategyGuid=30ce3c13-a301-46a6-82fe-22c7a16589d3&commodity_type=gas&product_type=fixed-rate,https://santannaenergyservices.com/offers/?strategyGuid=e9b3e2a4-e284-43cb-966e-a9887cbe9df1&utm_source=energychoice.ohio.gov&utm_medium=referral&utm_campaign=FLT_3M_COHOHG&utm_content=gas&commodity_type=gas&product_type=unlimited,https://santannaenergyservices.com/offers/?strategyGuid=e9b3e2a4-e284-43cb-966e-a9887cbe9df1&utm_source=energychoice.ohio.gov&utm_medium=referral&utm_campaign=FLT_3M_COHOHG&utm_content=gas&commodity_type=gas&product_type=unlimited,0,Fixed,No,,3,0,113,Yes,Enter gift card and tech giveaways with Santanna Rewards! After 60 days of billed usage  we’ll make a donation to a nonprofit organization in the Midwest. See website for plan details.,Plans start as low as $113 per month but are tiered by usage. Limits and eligibility apply. Fixed monthly price is only for Santanna’s supply costs. Utility fees and taxes are separate. See website for full plan details and eligibility requirements.,HK::1308b15e9d92a75694d5ecea490a96194e4efdd8,Santanna Energy Services,0,3,0
Provision,Energy 95 LLC,P.O. Box 6036,,Austin,TX,78762,(800) 930-5427,https://provisionpg.com/,https://www.getprovision.com/wp-content/uploads/2025/04/D01.05.01g.pdf,https://www.getprovision.com/enroll-step-2/?utility=COH,0.95,Fixed,No,,12,0,0,No,,$0.95/ccf fixed for 12 months,HK::4f3347e43eb68605734ff8b66ef92c45c00af6de,Provision,0.95,12,0
Energy Harbor LLC,Energy Harbor LLC,168 East Market Street,,Akron,OH,44308,(855) 487-0822,https://energyharbor.com/?PromoCode=Rateboard&rfid=PUCO,https://shopping.energyharbor.com/cust/?PID=66A633BF-B920-40CB-B37C-7E414A04C3F4&UID=D2873DA5-82F3-4F75-8298-505FA775E78A&OID=881CB97A-F12F-4008-952B-A51E25F98D47&RFID=PUCO&PUC=1&STATE=OH&SN=EH&CT=G&PromoCode=RATEBOARD,https://shopping.energyharbor.com/cust/?PID=66A633BF-B920-40CB-B37C-7E414A04C3F4&UID=D2873DA5-82F3-4F75-8298-505FA775E78A&OID=881CB97A-F12F-4008-952B-A51E25F98D47&RFID=PUCO&PUC=1&STATE=OH&SN=EH&CT=G&PromoCode=RATEBOARD,0.609,Fixed,No,,18,0,0,No,,Avoid price swings with a fixed natural gas rate for 18 months. Special offer for new  online customers.,HK::e7ceb54afb97be37f4c9343373a9bf8ac7f4678b,Energy Harbor LLC,0.609,18,0
Just Energy,Just Energy Solutions Inc,5251 Westheimer Rd,Suite 1000,Houston,TX,77056,(866) 239-5107,https://justenergy.com/ohapplestoapples/,https://doc-service-prd-webapp01.azurewebsites.net/files/US.OH/TOS/OH_SVC_DUAL_FP_IPAD_ENG_V11_JUL_10_20.pdf,https://justenergy.com/ohapplestoapples/,0.847,Fixed,No,,36,50,0,Yes,Secure your rate with our offer. It guarantees your monthly energy rate will always be the same throughout the term of your agreement  and there is no cost to sign up. For New Customers Only.,Enjoy rate reliability with our fixed-price energy plan. For New Customers Only.,HK::9d75a17cb0308ed8402c9f3a41ac88738facea92,Just Energy,0.847,36,50
IGS Energy,Interstate Gas Supply LLC,6100 Emerald Parkway,,Dublin,OH,43016,(800) 280-4474,www.igsenergy.com,https://www.igs.com/signup,https://igs.com/signup/?campaignCode=Web-ApplesToApples&utm_campaign=referral-applestoapples-general&utm_source=applestoapples&utm_medium=referral,0.999,Fixed,No,,36,199,0,No,,Contribute to a brighter future by choosing this environmentally conscious product for your home. Our 100% Carbon Neutral Fixed Rate provides you with stability and predictability for the entire term length.,HK::ac6b0be1bb25d34f830558038e07e65c2b774824,IGS Energy,0.999,36,199
Kiwi Energy,Kiwi Energy NY LLC,144 North 7th #417,,Brooklyn,NY,11222,(877) 208-7636,www.kiwienergy.us,www.kiwienergy.us,www.kiwienergy.us,0.699,Variable,Yes,Price is set for first month and variable thereafter.,36,0,0,No,,Zero Gas 100 is a month-to-month variable rate product for 36 months  matches 100% of usage with Carbon Offsets and no cancellation fees. Customers receive $25 in Kiwi Rewards Dollars each month. No guaranteed savings,HK::b943989ca494038eeb8002091caeca387a793cc7,Kiwi Energy,0.699,36,0
AEP Energy Inc,AEP Energy Inc,1 Riverside Plaza,20th Floor,Columbus,OH,43215,(877) 648-1922,https://www.aepenergy.com/acquisition/campaign/offers/?cc=puco-coh&utm_source=A2A&utm_medium=shopping&utm_campaign=coh_24,https://www.aepenergy.com/acquisition/campaign/offers/?cc=puco-coh&utm_source=A2A&utm_medium=shopping&utm_campaign=coh_24,https://www.aepenergy.com/acquisition/campaign/offers/?cc=puco-coh&utm_source=A2A&utm_medium=shopping&utm_campaign=coh_24,0.675,Fixed,No,,24,0,0,Yes,Enroll in this price plan and you’ll receive up to $72 Reward Dollars over the course of the plan to use in AEP Energy Reward Store  our one-stop online marketplace filled with a variety of energy-saving products for your home  available exclusively for AEP Energy customers!  Offer is valid for both new and existing customers. For more information  visit AEPenergyrewardstore.com.,This offer is limited to residential customers of Columbia Gas of Ohio and is valid for both new and existing customers.,HK::c075a66e3ac88494f1f04bcd41ce610064de4ce4,AEP Energy Inc,0.675,24,0
Symmetry Energy Solutions LLC,Symmetry Energy Solutions LLC,PO BOX 802467,,Houston,TX,77280,(888) 200-3788,http://www.symmetryenergy.com/choice,http://www.symmetryenergy.com/choice,https://symmetryenergy.com/enroll/,0.699,Fixed,No,,36,0,0,Yes,Fixed rate 36 with $50/month in Symmetry Rewards,Looking for a product that provides rate security and stability? Then choose the Symmetry Fixed Price product. With the Symmetry Fixed Price product your natural gas commodity rate will not change for the term of your contract. You can enjoy peace of mind knowing exactly what your natural gas rate will be regardless of any increasing costs of natural gas in the market,HK::3a0f668368a5a93b4699c7be9c223273951d08fd,Symmetry Energy Solutions LLC,0.699,36,0
CleanSky Energy,Titan Gas LLC,3355 W. Alabama,,Houston,TX,77098,(888) 355-6205,https://cleanskyenergy.com/,https://rates.cleanskyenergy.com:8443/rates/DownloadDoc?path=86759dd0-b60b-4fd7-bcc6-a57f33be0922.pdf&id_plan=52671,https://signup.cleanskyenergy.com/rates?utility_id=81&promocode=APPLESZERO,0.649,Fixed,No,,12,75,0,No,This plan is for new customers only. Have a question about a plan or need help placing an order? Call us: 1-888-355-6205 | Email us: CustomerCare@CleanSkyEnergy.com,This plan is for new customers only. Have a question about a plan or need help placing an order? Call us: 1-888-355-6205 | Email us: CustomerCare@CleanSkyEnergy.com,HK::33fc30b44d89243403cfc40bb77b7ac85c1b22b5,CleanSky Energy,0.649,12,75
Mercury Energy Marketing LLC,Mercury Energy Marketing LLC,6545 Market Ave. N,Suite 100,North Canton,OH,44721,(800) 975-6372,www.mercuryenergyohio.com,https://mercuryenergyohio.com/terms-of-service/,https://mercuryenergyohio.com/plans/,0.638,Fixed,No,,24,0,0,No,,,HK::5b8c33d01b889e5f6aa465b338411913fc44eb64,Mercury Energy Marketing LLC,0.638,24,0
XOOM Energy Ohio LLC,XOOM Energy Ohio LLC,804 Carnegie Center,,Princeton,NJ,08540,(888) 997-8979,http://xoomenergy.com/en,https://xoomenergy.com/uploads/rates/terms-email/368964-en.pdf,http://xoomenergy.com/en/residential/ohio/natural-gas/columbia-of-ohio?der=3722,0.729,Fixed,No,,12,110,0,Yes,Get the peace of mind you deserve with our RescueLock 12 fixed rate plan!  Enroll on RescueLock 12 and 5% of your monthly energy charges will be donated to PetSmart Charities!*,RescueLock 12,HK::a0bd119a160588521c8da8571352c09ecfe88281,XOOM Energy Ohio LLC,0.729,12,110
Just Energy,Just Energy Solutions Inc,5251 Westheimer Rd,Suite 1000,Houston,TX,77056,(866) 239-5107,https://justenergy.com/ohapplestoapples/,https://doc-service-prd-webapp01.azurewebsites.net/files/US.OH/TOS/OH_PRICE_GUARD_PLAN_TnC_ENG_V01_AUG_16_2023.pdf,https://justenergy.com/ohapplestoapples/,0.549,Fixed,No,,60,50,19.99,Yes,Secure your rate with our offer. It guarantees your monthly energy rate will always be the same throughout the term of your agreement  and there is no cost to sign up. For New Customers Only.,Enjoy rate reliability with our fixed-price energy plan. For New Customers Only.,HK::1cd47c4866ad11a74f859c6c85d01fea1aebba3d,Just Energy,0.549,60,50
Ohio Natural Gas,SouthStar Energy Services LLC,P.O. Box 14657,,Cleveland,OH,44114,(800) 735-0862,https://www.ohionaturalgas.com/green/,https://www.ohionaturalgas.com/list-plans/?GL=true,https://www.ohionaturalgas.com/list-plans/?GL=true,0.739,Fixed,No,,6,12.5,0,No,Offset your Carbon Footprint by making your gas usage Carbon Neutral. Sign up with Greener Life from Ohio Natural Gas today!,Sign up with Greener Life from Ohio Natural Gas today.,HK::ac1987173804455ef62ed894d81df8aa95813569,Ohio Natural Gas,0.739,6,12.5
Major Energy Services LLC,Major Energy Services LLC,12140 Wickchester Ln Suite #100,Ste 100,Houston,TX,77079,(888) 625-6760,https://majorenergy.com/,https://majorenergy.com/enroll/?getproductpdf=1&PromotionCode=&ProductID=147608&type=TOS&title=Terms+of+Service,https://majorenergy.com/enroll/,0.65,Fixed,No,,12,0,0,No,,A great choice for new customers to lock in a fixed rate. Enjoy peace of mind with a consistent rate for 12 months. With this energy plan  there is no monthly service fee and no early termination fee.,HK::66c1199e94a79f31338277737a3d47c9b5ef5ec5,Major Energy Services LLC,0.65,12,0
Symmetry Energy Solutions LLC,Symmetry Energy Solutions LLC,PO BOX 802467,,Houston,TX,77280,(888) 200-3788,http://www.symmetryenergy.com/choice,http://www.symmetryenergy.com/choice,https://symmetryenergy.com/enroll/,0.699,Fixed,No,,24,0,0,Yes,Fixed rate 24 with $50/month in Symmetry Rewards,Looking for a product that provides rate security and stability? Then choose the Symmetry Fixed Price product. With the Symmetry Fixed Price product your natural gas commodity rate will not change for the term of your contract. You can enjoy peace of,HK::3a0f668368a5a93b4699c7be9c223273951d08fd,Symmetry Energy Solutions LLC,0.699,24,0
Constellation NewEnergy-Gas Division LLC,Constellation NewEnergy-Gas Division LLC,1001 Louisiana Street Ste 23,,Houston,TX,77002,(855) 465-1244,http://www.constellation.com/rateboard,https://www.constellation.com/bin/residential/GetPlanContractPDF?planId=7931,https://www.constellation.com/campaigns/rateboard.html?utm_source=energychoice.ohio.gov&utm_medium=referral,0.679,Fixed,No,,12,150,0,No,,,HK::9129b44459f0f208bf04821dc98147d938cbe12d,Constellation NewEnergy-Gas Division LLC,0.679,12,150
Just Energy,Just Energy Solutions Inc,5251 Westheimer Rd,Suite 1000,Houston,TX,77056,(866) 239-5107,https://justenergy.com/ohapplestoapples/,https://doc-service-prd-webapp01.azurewebsites.net/files/US.OH/TOS/OH_SVC_DUAL_FP_IPAD_ENG_V11_JUL_10_20.pdf,https://justenergy.com/ohapplestoapples/,0.817,Fixed,No,,60,50,0,Yes,Secure your rate with our offer. It guarantees your monthly energy rate will always be the same throughout the term of your agreement  and there is no cost to sign up. For New Customers Only.,Enjoy rate reliability with our fixed-price energy plan. For New Customers Only.,HK::9d75a17cb0308ed8402c9f3a41ac88738facea92,Just Energy,0.817,60,50
